,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,DAY,MONTH,YEAR
775,10134,30,61.78,6,1853.4,1476,Shipped,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small,1,7,2018
776,10145,30,49.67,10,1490.1,1422,Shipped,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,25,8,2018
777,10168,46,61.18,5,2814.28,1359,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,28,10,2018
778,10180,25,64.2,13,1605.0,1346,Shipped,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,11,11,2018
779,10188,32,65.42,5,2093.44,1340,Shipped,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,18,11,2018
780,10210,40,49.67,3,1986.8,1286,Shipped,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small,12,1,2019
781,10223,28,60.57,5,1695.96,1248,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,20,2,2019
782,10236,23,55.72,2,1281.56,1207,Shipped,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,3,4,2019
783,10251,29,61.18,6,1774.22,1163,Shipped,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small,18,5,2019
784,10263,34,58.75,6,1997.5,1123,Shipped,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,28,6,2019
785,10275,37,63.6,5,2353.2,1099,Shipped,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,23,7,2019
786,10285,20,49.06,10,981.2,1065,Shipped,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,27,8,2019
787,10298,32,48.46,2,1550.72,1035,Shipped,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Small,27,9,2019
788,10308,34,52.09,3,1771.06,1018,Shipped,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,15,10,2019
789,10318,42,52.7,5,2213.4,1001,Shipped,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,2,11,2019
790,10329,38,138.58,12,5266.04,989,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,15,11,2019
791,10339,30,62.16,1,1864.8,982,Shipped,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,23,11,2019
792,10362,23,49.67,3,1142.41,940,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,5,1,2020
793,10374,22,53.3,4,1172.6,913,Shipped,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,2,2,2020
794,10389,39,179.0,5,6981.0,884,Shipped,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,3,3,2020
795,10402,55,55.72,2,3064.6,850,Shipped,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium,7,4,2020
796,10417,36,61.18,6,2202.48,815,Disputed,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,13,5,2020
797,10101,26,145.13,1,3773.38,1671,Shipped,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,9,1,2018
798,10110,31,163.69,1,5074.39,1604,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,18,3,2018
799,10125,34,190.69,2,6483.46,1541,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,21,5,2018
800,10139,41,194.06,8,7956.46,1486,Shipped,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Large,16,7,2018
801,10149,23,183.94,5,4230.62,1429,Shipped,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium,12,9,2018
802,10173,22,156.94,7,3452.68,1376,Shipped,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,5,11,2018
803,10182,21,145.13,4,3047.73,1370,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,12,11,2018
804,10193,22,167.06,8,3675.32,1362,Shipped,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,21,11,2018
805,10205,40,187.31,3,7492.4,1351,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,3,12,2018
806,10214,50,190.69,1,9534.5,1298,Shipped,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Large,26,1,2019
807,10227,29,192.38,4,5579.02,1264,Shipped,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2,3,2019
808,10244,43,138.38,8,5950.34,1207,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,29,4,2019
809,10255,24,155.25,1,3726.0,1172,Shipped,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,4,6,2019
810,10280,22,202.5,10,4455.0,1099,Shipped,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,17,8,2019
811,10289,43,192.38,3,8272.34,1083,Shipped,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Large,3,9,2019
812,10304,20,178.88,14,3577.6,1046,Shipped,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,11,10,2019
813,10312,25,155.25,11,3881.25,1037,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,21,10,2019
814,10322,36,161.04,2,5797.44,1024,Shipped,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4,11,2019
815,10332,24,52.67,1,1264.08,1012,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,17,11,2019
816,10347,21,229.3,6,4815.3,1001,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,11,2019
817,10356,30,148.74,1,4462.2,992,Shipped,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,9,12,2019
818,10367,32,94.79,7,3033.28,959,Resolved,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,12,1,2020
819,10380,21,47.18,8,990.78,925,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,16,2,2020
820,10390,26,78.11,7,2030.86,909,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,4,3,2020
821,10421,35,155.25,1,5433.75,824,In Process,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,29,5,2020
822,10109,26,121.44,1,3157.44,1636,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,10,3,2018
823,10123,46,112.2,3,5161.2,1566,Shipped,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium,20,5,2018
824,10137,37,117.48,3,4346.76,1516,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,10,7,2018
825,10148,27,130.68,10,3528.36,1454,Shipped,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,11,9,2018
826,10161,23,138.6,9,3187.8,1419,Shipped,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,17,10,2018
827,10172,39,154.44,7,6023.16,1401,Shipped,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,5,11,2018
828,10181,27,143.88,3,3884.76,1395,Shipped,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,12,11,2018
829,10192,38,130.68,8,4965.84,1388,Shipped,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,20,11,2018
830,10204,27,154.44,14,4169.88,1377,Shipped,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2,12,2018
831,10212,40,122.76,7,4910.4,1333,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,16,1,2019
832,10226,24,134.64,5,3231.36,1293,Shipped,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,26,2,2019
833,10241,44,155.76,12,6853.44,1248,Shipped,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,13,4,2019
834,10253,37,139.92,2,5177.04,1200,Cancelled,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,1,6,2019
835,10266,20,141.24,3,2824.8,1166,Shipped,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,6,7,2019
836,10278,39,110.88,3,4324.32,1136,Shipped,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,6,8,2019
837,10287,44,114.84,1,5052.96,1113,Shipped,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,30,8,2019
838,10301,22,146.52,5,3223.44,1443,Shipped,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,5,10,2018
839,10311,43,122.76,10,5278.68,1068,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,16,10,2019
840,10321,27,105.6,7,2851.2,1050,Shipped,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,4,11,2019
841,10331,26,64.9,10,1687.4,1038,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,17,11,2019
842,10343,25,52.32,3,1308.0,1032,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,24,11,2019
843,10366,49,125.4,2,6144.6,986,Shipped,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,10,1,2020
844,10379,29,176.8,5,5127.2,956,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,10,2,2020
845,10407,41,155.76,12,6386.16,885,On Hold,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,22,4,2020
846,10419,55,139.92,2,7695.6,861,Shipped,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large,17,5,2020
847,10103,27,83.07,12,2242.89,1701,Shipped,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,29,1,2018
848,10112,23,110.43,2,2539.89,1648,Shipped,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,24,3,2018
849,10126,31,90.17,12,2795.27,1584,Shipped,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,28,5,2018
850,10139,46,120.56,1,5545.76,1536,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,16,7,2018
851,10150,47,91.18,9,4285.46,1472,Shipped,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,19,9,2018
852,10163,31,107.39,2,3329.09,1442,Shipped,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,20,10,2018
853,10174,46,121.57,5,5592.22,1426,Shipped,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,6,11,2018
854,10183,37,89.15,9,3298.55,1420,Shipped,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,13,11,2018
855,10193,28,93.21,1,2609.88,1413,Shipped,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,21,11,2018
856,10206,37,90.17,7,3336.29,1400,Shipped,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,5,12,2018
857,10215,49,112.45,4,5510.05,1346,Shipped,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium,29,1,2019
858,10228,24,104.35,3,2504.4,1307,Shipped,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,10,3,2019
859,10244,30,117.52,1,3525.6,1258,Shipped,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,29,4,2019
860,10257,50,88.14,1,4407.0,1213,Shipped,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,14,6,2019
861,10270,31,96.24,10,2983.44,1179,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,19,7,2019
862,10280,46,111.44,3,5126.24,1151,Shipped,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,17,8,2019
863,10291,47,121.57,12,5713.79,1130,Shipped,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,8,9,2019
864,10304,46,100.3,7,4613.8,1098,Shipped,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,11,10,2019
865,10312,37,100.3,4,3711.1,1089,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,21,10,2019
866,10322,33,106.81,12,3524.73,1076,Shipped,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4,11,2019
867,10347,48,100.3,9,4814.4,1052,Shipped,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,11,2019
868,10357,41,87.13,6,3572.33,1042,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,12,2019
869,10369,42,109.08,1,4581.36,1002,Shipped,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium,20,1,2020
870,10391,32,45.25,6,1448.0,954,Shipped,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,9,3,2020
871,10423,10,88.14,1,881.4,873,In Process,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,30,5,2020
872,10103,35,57.46,14,2011.1,1726,Shipped,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,29,1,2018
873,10126,46,73.7,14,3390.2,1608,Shipped,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,28,5,2018
874,10139,20,71.2,3,1424.0,1560,Shipped,Vintage Cars,62,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,16,7,2018
875,10150,30,49.97,11,1499.1,1496,Shipped,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,19,9,2018
876,10163,48,69.96,4,3358.08,1466,Shipped,Vintage Cars,62,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,20,10,2018
877,10173,28,53.72,2,1504.16,1451,Shipped,Vintage Cars,62,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,5,11,2018
878,10183,39,68.08,11,2655.12,1444,Shipped,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,13,11,2018
879,10193,24,51.84,3,1244.16,1437,Shipped,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,21,11,2018
880,10206,28,67.46,9,1888.88,1424,Shipped,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,5,12,2018
881,10215,31,58.71,6,1820.01,1370,Shipped,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small,29,1,2019
882,10228,45,63.71,5,2866.95,1331,Shipped,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,10,3,2019
883,10244,24,58.09,3,1394.16,1282,Shipped,Vintage Cars,62,S18_2957,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,29,4,2019
884,10257,49,53.72,3,2632.28,1237,Shipped,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,14,6,2019
885,10269,32,63.08,1,2018.56,1206,Shipped,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,16,7,2019
886,10280,43,68.71,5,2954.53,1175,Shipped,Vintage Cars,62,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,17,8,2019
887,10291,37,50.59,14,1871.83,1154,Shipped,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,8,9,2019
888,10304,24,64.96,9,1559.04,1122,Shipped,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small,11,10,2019
889,10312,35,53.72,6,1880.2,1113,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,21,10,2019
890,10322,41,29.87,13,1224.67,1100,Shipped,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,4,11,2019
891,10332,26,114.58,17,2979.08,1088,Shipped,Vintage Cars,62,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,17,11,2019
892,10347,34,64.96,10,2208.64,1077,Shipped,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,29,11,2019
893,10357,49,70.58,5,3458.42,1067,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,12,2019
894,10369,28,44.21,6,1237.88,1027,Shipped,Vintage Cars,62,S18_2957,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,20,1,2020
895,10392,37,59.96,3,2218.52,978,Shipped,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,10,3,2020
896,10423,31,53.72,3,1665.32,898,In Process,Vintage Cars,62,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,30,5,2020
897,10106,41,83.44,18,3421.04,1732,Shipped,Ships,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,17,2,2018
898,10119,21,89.46,9,1878.66,1663,Shipped,Ships,86,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,28,4,2018
899,10130,40,96.34,2,3853.6,1615,Shipped,Ships,86,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium,16,6,2018
900,10143,46,74.84,13,3442.64,1561,Shipped,Ships,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,10,8,2018
901,10155,44,79.14,11,3482.16,1505,Shipped,Ships,86,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,6,10,2018
902,10167,46,73.12,7,3363.52,1489,Cancelled,Ships,86,S18_3029,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,23,10,2018
903,10178,41,81.72,10,3350.52,1474,Shipped,Ships,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,8,11,2018
904,10186,32,89.46,7,2862.72,1469,Shipped,Ships,86,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,14,11,2018
